,transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,age,ageCategory,corridorID,corridorName,serviceType,direction,distance_km,seqDiff,tripDuration,dayOfWeek,peakHour,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
199,GDBJ736T1W03FP,502098244101,flazz,"Tgk. Talia Mangunsong, S.E.I",Male,1979,44,Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,0.44,1,0.62,Monday,True,SMK 57,-6.290967,106.82365,14,2023-04-03 06:29:45,Departemen Pertanian,-6.294641,106.82213,15,2023-04-03 07:06:57,3500.0
208,RGMW432Q3X94EA,4628562596639925,dki,Tira Saptono,Male,2010,13,Teenager,S21,Ciputat - CSW,BRT,0.0,0.38,2,0.892,Monday,True,Yado I,-6.253745,106.79098,24,2023-04-03 06:04:00,Antena II,-6.25033,106.79163,26,2023-04-03 06:57:30,3500.0
209,GQHG345P9W47JC,6521040134321754,dki,"Sutan Rosman Laksita, S.I.Kom",Female,1994,29,Adult,4,Pulo Gadung 2 - Tosari,BRT,0.0,4.56,6,0.644,Monday,True,Pulo Gadung 2,-6.183098,106.90872,0,2023-04-03 05:56:24,Pramuka LIA,-6.192238,106.86858,6,2023-04-03 06:35:01,3500.0
210,QMZT543A2I81UK,4729302648273942756,brizzi,Unjani Usamah,Female,2003,20,Young Adult,M12,Sunter Boulevard Barat - Penjaringan,BRT,0.0,2.49,3,0.853,Monday,True,Mangga Dua,-6.136148,106.82597,8,2023-04-03 05:17:26,Bandengan Selatan,-6.136318,106.80347,11,2023-04-03 06:08:36,3500.0
213,DBGR006W5T22KJ,3516006502484403,dki,Marsito Anggriawan,Male,1992,31,Adult,M7,Kampung Rambutan - Monas,BRT,0.0,0.72,1,0.377,Monday,True,Bank Indonesia Arah Utara,-6.182776,106.8228,26,2023-04-03 06:01:47,Monas,-6.176248,106.82286,27,2023-04-03 06:24:23,3500.0
216,EEYC506C6E43HD,213105773866033,emoney,drg. Zamira Nurdiyanti,Male,1979,44,Adult,13,Ciledug - Tendean,BRT,0.0,3.35,4,0.875,Monday,True,Kebayoran Lama,-6.23834,106.77752,7,2023-04-03 05:44:05,Tirtayasa,-6.239207,106.80777,11,2023-04-03 06:36:35,3500.0
218,AWVN262I2O28QV,4583562097218227517,brizzi,"Daliono Maheswara, S.Pd",Female,2012,11,Children,2F,Rusun Cakung Barat - Pulo Gadung,BRT,0.0,1.53,2,0.483,Monday,True,Cakung United Tractors,-6.18324,106.92998,3,2023-04-03 06:13:26,Rusun Tipar Cakung,-6.171493,106.93731,5,2023-04-03 06:42:26,3500.0
226,CRMV378D4B36HU,4490538004709364,dki,Ajeng Pradipta,Male,1975,48,Adult,10,Tanjung Priok - PGC 2,BRT,1.0,11.39,12,0.887,Monday,False,Stasiun Jatinegara Arah Utara,-6.21542,106.8742,7,2023-04-03 05:06:34,Permai Koja Arah Utara,-6.11413,106.89309,19,2023-04-03 05:59:46,3500.0
233,BBSH420G4S68PT,3549182300492467,dki,Kajen Andriani,Male,1984,39,Adult,M11,Pulo Gebang - Pulo Gadung 2,BRT,1.0,3.76,4,0.938,Monday,True,Pasar Pulo Gadung,-6.187434,106.90591,0,2023-04-03 06:34:07,Flyover Radin Inten,-6.215982,106.92438,4,2023-04-03 07:30:22,3500.0
236,AYMT524D3D78QA,344819183333911,emoney,Wahyu Wibisono,Female,1985,38,Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,0.0,2.36,14,0.6,Monday,True,Ps. Kemayoran,-6.161032,106.8549,22,2023-04-03 06:01:58,RSPAD 3,-6.175462,106.83922,36,2023-04-03 06:37:59,3500.0
239,URTT063A4E83CL,4928589848629,online,Dartono Natsir,Male,2006,17,Teenager,5C,PGC - Juanda,BRT,0.0,1.43,2,0.645,Monday,True,Balai Kota,-6.180488,106.82646,17,2023-04-03 06:52:15,Pecenongan,-6.16771,106.82819,19,2023-04-03 07:30:58,3500.0
242,ZDUV770Z2Q87OK,3559367200080515,dki,Cawisono Permadi,Female,1987,36,Adult,6A,Ragunan - MH Thamrin via Kuningan,BRT,0.0,1.93,2,0.522,Monday,True,Buncit Indah,-6.274333,106.83029,5,2023-04-03 06:48:18,Imigrasi,-6.256977,106.82808,7,2023-04-03 07:19:39,3500.0
248,OHDY707Y9C16GD,180032476190454,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",Female,1996,27,Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,1.0,9.8,10,0.513,Monday,True,Tosari,-6.196892,106.82309,2,2023-04-03 05:44:46,Jati Padang,-6.285431,106.82626,12,2023-04-03 06:15:34,3500.0
255,IPRG491M6Z87AX,676170059098,flazz,"Dt. Vinsen Budiyanto, S.H.",Female,2009,14,Teenager,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,2.58,3,0.794,Monday,False,Jembatan Gantung,-6.155513,106.74946,8,2023-04-03 05:10:56,Rawa Buaya,-6.153908,106.72619,11,2023-04-03 05:58:34,3500.0
259,QNXC164X2U58EZ,3537344445143314,dki,Unjani Mulyani,Female,1987,36,Adult,M6,Ragunan - MH Thamrin,BRT,1.0,0.45,1,0.993,Monday,True,Pejaten,-6.278404,106.82972,4,2023-04-03 05:12:10,Buncit Indah,-6.274333,106.83029,5,2023-04-03 06:11:45,3500.0
260,NYZR050S7R38IA,2245958200404051,dki,Tgk. Hamzah Hutagalung,Male,1986,37,Adult,3C,Rusun Kapuk Muara - Penjaringan,BRT,0.0,3.38,1,0.891,Monday,True,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-03 05:45:16,Penjaringan,-6.126306,106.79203,1,2023-04-03 06:38:42,3500.0
264,BPBR752F7C53IF,6589314352421169,dki,"H. Rangga Santoso, S.Farm",Male,1973,50,Adult,9A,PGC 2 - Grogol 2,BRT,1.0,0.56,2,0.62,Monday,True,BNN LRT,-6.245863,106.871143,15,2023-04-03 05:52:02,Cawang UKI,-6.250309,106.8736,17,2023-04-03 06:29:14,3500.0
265,PHTV056N8C52PU,4498767637558201,dki,"Zizi Santoso, M.Kom.",Male,1970,53,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,6.7,6,0.65,Monday,True,Grogol 1,-6.166824,106.78971,6,2023-04-03 06:54:14,Jembatan Baru,-6.154831,106.73038,12,2023-04-03 07:33:15,3500.0
271,BQST288C3S92JM,3563151380900971,dki,Indah Habibi,Male,1979,44,Adult,8,Lebak Bulus - Pasar Baru via Tomang,BRT,1.0,7.59,7,0.428,Monday,False,Permata Hijau,-6.221427,106.78325,16,2023-04-03 05:19:12,Lebak Bulus,-6.289413,106.77415,23,2023-04-03 05:44:53,3500.0
273,NTCC074Z8L53PM,6563524092020960,dki,Hendra Andriani,Male,1992,31,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,1.0,3.19,14,0.977,Monday,True,Flyover Radin Inten 1,-6.216112,106.92439,8,2023-04-03 06:36:11,Rusun Pondok Bambu,-6.241583,106.91085,22,2023-04-03 07:34:48,3500.0
278,WEOO239D1H62HA,4309038731411054,dki,R. Viktor Winarno,Female,1999,24,Young Adult,4E,Rusun Jatinegara Kaum - Pulo Gadung,BRT,0.0,0.2,1,0.457,Monday,True,Masjid Assuada,-6.194327,106.90544,11,2023-04-03 06:14:57,Jiep 2,-6.192554,106.90569,12,2023-04-03 06:42:22,3500.0
281,PAMV537A8E68EY,3502800039632328,dki,Kamila Puspita,Female,2003,20,Young Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,6.17,11,0.962,Monday,True,Gelora Bung Karno,-6.224217,106.8058,0,2023-04-03 05:40:25,Buncit Indah,-6.274333,106.83029,11,2023-04-03 06:38:10,3500.0
283,DHGY394H4G25GS,4445427212090,online,R.M. Langgeng Nashiruddin,Female,2008,15,Teenager,M4,Pulo Gadung 2 - Dukuh Atas 2,BRT,0.0,1.19,2,0.969,Monday,True,Layur,-6.193539,106.89909,3,2023-04-03 06:51:42,Velodrome,-6.193468,106.8883,5,2023-04-03 07:49:50,3500.0
294,GDTV032X0F93ZL,180060352930644,emoney,R. Sabrina Megantara,Male,1997,26,Adult,11K,Rusun Komarudin - Penggilingan,BRT,0.0,0.66,1,0.654,Monday,True,Walikota Jakarta Timur,-6.21254,106.94537,1,2023-04-03 06:27:00,Penggilingan,-6.214132,106.93961,2,2023-04-03 07:06:16,3500.0
299,ATGT013D6V79KG,4071961106848962,dki,"Drs. Genta Irawan, M.Pd",Male,1993,30,Adult,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,0.0,0.3,1,0.702,Monday,True,Rusun Cipinang Besar Selatan,-6.231625,106.88288,0,2023-04-03 06:33:24,TPU Kb. Nanas 2,-6.232106,106.88017,1,2023-04-03 07:15:32,3500.0
300,FGIY576J9K96QI,180062659848800,emoney,Bajragin Usada,Male,2008,15,Teenager,5,Matraman Baru - Ancol,BRT,0.0,3.67,4,1.44,Monday,True,Budi Utomo,-6.166063,106.83906,9,2023-04-03 17:53:29,Pademangan,-6.133704,106.83164,13,2023-04-03 19:19:53,3500.0
302,OYSZ254V7M55NZ,4996225095064169,dki,Emong Wastuti,Female,1992,31,Adult,R1A,Pantai Maju - Kota,BRT,1.0,0.38,1,0.907,Monday,True,Mayang Permai,-6.116421,106.75963,30,2023-04-03 17:36:54,Simpang Mandara Permai 2,-6.116512,106.75622,31,2023-04-03 18:31:18,3500.0
304,UCXG771V8L71ZT,570928206772,flazz,Embuh Mardhiyah,Male,1982,41,Adult,12,Tanjung Priok - Pluit,BRT,1.0,2.67,2,1.708,Monday,True,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,15,2023-04-03 16:37:53,Walikota Jakarta Utara Arah Utara,-6.118842,106.89314,17,2023-04-03 18:20:21,3500.0
311,NRTT780I2X88BF,347204308990092,emoney,R.M. Labuh Laksmiwati,Female,1984,39,Adult,M7B,BKN - Blok M,BRT,0.0,2.93,13,1.983,Monday,True,Kalibata City 2,-6.255816,106.85237,7,2023-04-03 16:37:22,Tendean,-6.240213,106.83102,20,2023-04-03 18:36:21,3500.0
312,TTLR445M7V54XY,3536759468239783,dki,Shakila Maryadi,Female,1988,35,Adult,9A,PGC 2 - Grogol 2,BRT,0.0,2.93,4,1.094,Monday,True,Cawang Ciliwung Arah Barat,-6.243292,106.86359,5,2023-04-03 17:15:33,Pancoran Barat Arah Barat,-6.241672,106.8372,9,2023-04-03 18:21:10,3500.0
313,OLVU057A7D30SB,6575130739600630,dki,Danuja Usada,Female,2002,21,Young Adult,4,Pulo Gadung 2 - Tosari,BRT,0.0,2.28,4,1.145,Monday,True,Pramuka BPKP,-6.192192,106.87401,5,2023-04-03 17:10:46,Matraman 2,-6.19891,106.8545,9,2023-04-03 18:19:29,3500.0
315,PUCT708Z5Z73YZ,4532407180860336,dki,H. Lutfan Nurdiyanti,Male,2011,12,Children,S22,Ciputat - Kampung Rambutan,BRT,1.0,1.22,2,1.171,Monday,True,Pusdiklat Kemenag 2,-6.312209,106.75252,20,2023-04-03 17:32:27,Pom Bensin Ciputat,-6.321313,106.74627,22,2023-04-03 18:42:41,3500.0
316,YNXM829G2F89UP,4556326832434362836,brizzi,Sari Nababan,Female,2004,19,Young Adult,13,Ciledug - Tendean,BRT,0.0,4.84,7,1.47,Monday,True,JORR,-6.236104,106.75488,3,2023-04-03 16:10:20,CSW 1,-6.23994,106.79843,10,2023-04-03 17:38:31,3500.0
318,AKEH019J3M04SX,502034641014,flazz,"Adikara Kurniawan, S.Sos",Male,2003,20,Young Adult,9,Pinang Ranti - Pluit,BRT,0.0,3.06,3,1.372,Monday,True,Jembatan Dua,-6.143279,106.79352,21,2023-04-03 17:03:35,Pluit,-6.115795,106.79037,24,2023-04-03 18:25:54,3500.0
320,OYWL771V1I58ZS,378872365541693,emoney,Aslijan Irawan,Female,2009,14,Teenager,T11,Poris Plawad - Bundaran Senayan,BRT,0.0,0.34,1,1.59,Monday,True,Plaza Senayan 1,-6.224748,106.798376,23,2023-04-03 16:37:18,Senayan City,-6.227767,106.798089,24,2023-04-03 18:12:41,3500.0
322,ZSLX355D0E21QF,676293109036,flazz,Fathonah Saefullah,Male,1983,40,Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,1.7,2,1.701,Monday,True,SMK 57,-6.290967,106.82365,14,2023-04-03 16:02:14,Ragunan,-6.305769,106.81949,16,2023-04-03 17:44:19,3500.0
325,FYBA715L7K90RR,4968156435384914,dki,Martana Suartini,Female,2007,16,Teenager,11,Pulo Gebang - Matraman,BRT,1.0,1.82,2,1.227,Monday,True,Imigrasi Jakarta Timur,-6.214632,106.88227,4,2023-04-03 17:14:03,Stasiun Klender,-6.213532,106.89866,6,2023-04-03 18:27:41,3500.0
327,FAHN722E1I44NR,4384653483539395,dki,"Cut Hana Maulana, S.H.",Female,1979,44,Adult,3B,Rusun Flamboyan - Cengkareng,BRT,1.0,0.44,2,1.956,Monday,True,Sbr. Ps. Cengkareng,-6.151851,106.72708,1,2023-04-03 17:03:07,BSI Cengkareng,-6.147973,106.72781,3,2023-04-03 19:00:29,3500.0
328,QTCF894R4G88HT,213155309116759,emoney,Tgk. Ilsa Farida,Male,1983,40,Adult,R1A,Pantai Maju - Kota,BRT,1.0,6.71,28,1.195,Monday,True,Jln. Tiang Bendera III,-6.134768,106.80901,5,2023-04-03 17:40:21,RS PIK 2,-6.112549,106.75264,33,2023-04-03 18:52:02,3500.0
329,HCUL755D8E37PW,4682220924642,online,"Drs. Nadia Ramadan, S.Sos",Male,1960,63,Senior Adult,1,Blok M - Kota,BRT,1.0,0.97,2,1.929,Monday,True,MH Thamrin,-6.188149,106.82299,10,2023-04-03 16:21:59,Tosari,-6.196892,106.82309,12,2023-04-03 18:17:42,3500.0
335,CPBC333O4A03VR,2247096843683316,dki,"Tgk. Aris Pradipta, M.M.",Female,2010,13,Teenager,14,Jakarta International Stadium - Senen,BRT,0.0,1.4,3,0.867,Monday,True,Sbr. Sunter Icon,-6.134808,106.85595,5,2023-04-03 16:34:56,Danau Agung 1,-6.147281,106.8582,8,2023-04-03 17:26:58,3500.0
337,CZKI435A5L57FO,639040388584,flazz,"Galang Megantara, S.Ked",Male,1989,34,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,1.0,1.1,2,1.957,Monday,True,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-03 16:47:21,Jembatan Item,-6.130078,106.85492,13,2023-04-03 18:44:46,3500.0
339,TSGM259F6P64OW,3539535695881465,dki,"Dr. Zulfa Tamba, S.E.I",Male,1986,37,Adult,2,Pulo Gadung - Monas,BRT,1.0,4.91,7,1.491,Monday,True,Cempaka Tengah,-6.170398,106.86659,8,2023-04-03 16:56:05,Pulo Gadung 1,-6.183239,106.90907,15,2023-04-03 18:25:34,3500.0
341,GSFK527C6K63FK,344303671677311,emoney,"R. Mila Wahyuni, S.Sos",Female,2006,17,Teenager,R1A,Pantai Maju - Kota,BRT,0.0,2.62,11,1.7,Monday,True,SMAK Penabur Enam 1,-6.114247,106.77389,17,2023-04-03 17:00:24,Aston Pluit 1,-6.124693,106.79511,28,2023-04-03 18:42:25,3500.0
343,UWPN677R7U96ET,4017802962833960,dki,Aurora Hasanah,Female,1990,33,Adult,M11,Pulo Gebang - Pulo Gadung 2,BRT,1.0,1.7,2,0.966,Monday,True,Flyover Radin Inten,-6.215982,106.92438,4,2023-04-03 17:50:14,Penggilingan,-6.214132,106.93961,6,2023-04-03 18:48:10,3500.0
345,DNLO691D3N17QV,347394043585982,emoney,Darmaji Wahyuni,Female,2003,20,Young Adult,9N,Pinang Ranti - Pramuka,BRT,1.0,3.79,1,1.374,Monday,True,BKN,-6.257751,106.87,0,2023-04-03 16:26:10,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-03 17:48:35,3500.0
348,NANH684O0O94KO,2718070346782735,dki,Asman Uyainah,Female,2005,18,Young Adult,2,Pulo Gadung - Monas,BRT,1.0,1.29,1,1.449,Monday,True,Bermis,-6.178203,106.89859,14,2023-04-03 17:10:38,Pulo Gadung 1,-6.183239,106.90907,15,2023-04-03 18:37:34,3500.0
349,TQCI395C8U88MF,342531623551844,emoney,Zulaikha Yulianti,Female,1991,32,Adult,13,Ciledug - Tendean,BRT,0.0,1.91,2,1.932,Monday,True,Mayestik,-6.241921,106.79077,9,2023-04-03 16:17:03,Tirtayasa,-6.239207,106.80777,11,2023-04-03 18:12:58,3500.0
352,HUMU199H2R74BK,566171543168,flazz,Laila Simanjuntak,Female,1992,31,Adult,11,Pulo Gebang - Matraman,BRT,0.0,1.09,2,1.238,Monday,True,Slamet Riyadi,-6.208533,106.85929,16,2023-04-03 17:20:20,Matraman 1,-6.19998,106.85443,18,2023-04-03 18:34:37,3500.0
354,NZSN979W2J78WG,3527853482331808,dki,Puti Paris Marpaung,Male,2003,20,Young Adult,13B,Puri Beta - Pancoran Barat,BRT,0.0,2.43,1,1.335,Monday,True,Rawa Barat,-6.238947,106.81624,12,2023-04-03 16:45:42,Pancoran Barat Arah Timur,-6.241571,106.83808,13,2023-04-03 18:05:47,3500.0
358,HBEM772F9O41VY,340065298083181,emoney,Tgk. Garda Utami,Female,2010,13,Teenager,M7,Kampung Rambutan - Monas,BRT,1.0,12.14,19,1.005,Monday,True,Dukuh Atas,-6.205702,106.82223,5,2023-04-03 17:08:19,Flyover Raya Bogor,-6.3065,106.8657,24,2023-04-03 18:08:38,3500.0
363,WHIW427O9T27ZC,180057903365395,emoney,Daryani Prabowo,Male,1989,34,Adult,1,Blok M - Kota,BRT,0.0,2.15,3,1.318,Monday,True,Masjid Agung,-6.236483,106.79845,2,2023-04-03 16:25:06,Polda Metro Jaya,-6.221094,106.81028,5,2023-04-03 17:44:09,3500.0
364,LVZA078T4X21HN,3551174827324245,dki,Gangsa Widodo,Male,1966,57,Adult,3A,Rusun Pesakih - Kalideres,BRT,0.0,0.24,1,1.583,Monday,True,Rusun Pesakih,-6.161468,106.71698,0,2023-04-03 17:46:38,Masjid Raya KH Hasyim Asyari,-6.159272,106.71708,1,2023-04-03 19:21:38,3500.0
366,VJVK770E4P98GW,3569562588766630,dki,"dr. Sakura Budiman, S.IP",Male,1972,51,Adult,3C,Rusun Kapuk Muara - Penjaringan,BRT,0.0,3.38,1,1.056,Monday,True,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-03 16:48:23,Penjaringan,-6.126306,106.79203,1,2023-04-03 17:51:43,3500.0
367,WNSS942V6G54MH,180016859215889,emoney,"Zalindra Irawan, M.TI.",Male,1992,31,Adult,M8,Lebak Bulus - Pasar Baru,BRT,1.0,2.04,2,1.479,Monday,True,RS Tarakan,-6.171146,106.81011,21,2023-04-03 17:04:05,Pecenongan,-6.16771,106.82819,23,2023-04-03 18:32:51,3500.0
368,ZREU174C0I80YR,373945281501952,emoney,"Jamal Pudjiastuti, S.I.Kom",Female,1981,42,Adult,B21,Bekasi Timur - Cawang,BRT,0.0,16.61,5,1.398,Monday,True,BTC,-6.258292,107.02069,8,2023-04-03 16:59:14,BNN LRT,-6.245863,106.871143,13,2023-04-03 18:23:08,3500.0
373,OFBE911T0V41FU,4766007569419196,dki,"Danu Suartini, S.Farm",Male,2010,13,Teenager,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,6.23,8,0.882,Monday,True,Bundaran HI,-6.193021,106.823,0,2023-04-03 16:58:40,Indosiar,-6.163376,106.77514,8,2023-04-03 17:51:36,3500.0
375,HDCE001G5Z40TA,587887634588,flazz,Drs. Harjo Nurdiyanti,Male,1986,37,Adult,14,Jakarta International Stadium - Senen,BRT,1.0,1.81,3,1.967,Monday,True,Polres Metro Jakpus,-6.159496,106.8514,7,2023-04-03 16:41:47,Sunter Muara 1,-6.144331,106.85745,10,2023-04-03 18:39:47,3500.0
379,ADYF062Y3E52UA,180022972730457,emoney,"Tgk. Tania Zulaika, M.Pd",Female,2010,13,Teenager,M10,PGC 2 - Tanjung Priok,BRT,0.0,7.48,9,1.107,Monday,True,Pulo Mas Bypass,-6.176953,106.876,12,2023-04-03 16:27:09,Tanjung Priok,-6.10959,106.88214,21,2023-04-03 17:33:34,3500.0
380,TDRW354U5T23OZ,2237440645700724,dki,Latika Sirait,Male,1953,70,Senior Adult,10D,Kampung Rambutan - Tanjung Priok,BRT,0.0,0.94,1,0.925,Monday,True,Tanah Merdeka Arah Timur,-6.307866,106.87389,16,2023-04-03 16:48:37,Kampung Rambutan,-6.309885,106.88216,17,2023-04-03 17:44:08,3500.0
382,KNTX062D3H73TB,4730280883020443501,brizzi,Zamira Puspita,Male,1977,46,Adult,B11,Summarecon Bekasi - BNN,BRT,1.0,14.06,5,1.968,Monday,True,BNN LRT,-6.245863,106.871143,0,2023-04-03 16:56:06,Bandar Djakarta Bekasi,-6.227085,106.99683,5,2023-04-03 18:54:11,3500.0
386,JMRJ567M1Y59KQ,4000041838802,online,Diah Marpaung,Male,2012,11,Children,11M,Rusun Rawa Bebek - Bukit Duri,BRT,1.0,0.98,1,1.865,Monday,True,Flyover Klender,-6.213596,106.90306,7,2023-04-03 16:28:33,Kampung Sumur,-6.214412,106.91189,8,2023-04-03 18:20:28,3500.0
388,YITG095O5O02NM,30583455954585,bni,Bahuwirya Rahayu,Male,1981,42,Adult,2F,Rusun Cakung Barat - Pulo Gadung,BRT,0.0,0.59,1,1.786,Monday,True,Tipar Cakung,-6.183387,106.92463,2,2023-04-03 17:24:59,Cakung United Tractors,-6.18324,106.92998,3,2023-04-03 19:12:10,3500.0
389,ZMJY784Z6S33DW,3537543297101185,dki,Samsul Ramadan,Male,1966,57,Adult,M11,Pulo Gebang - Pulo Gadung 2,BRT,0.0,2.08,3,1.341,Monday,True,Perumnas Klender,-6.216689,106.93054,3,2023-04-03 17:18:45,Kampung Sumur,-6.214412,106.91189,6,2023-04-03 18:39:12,3500.0
390,MMLR321A9W59HV,2720484776954605,dki,Bancar Irawan,Male,1999,24,Young Adult,3B,Rusun Flamboyan - Cengkareng,BRT,1.0,1.05,2,1.767,Monday,True,Puskesmas Cengkareng,-6.144546,106.72866,4,2023-04-03 16:34:56,Perumahan KFT 1,-6.135093,106.72983,6,2023-04-03 18:20:57,3500.0
392,ODGU344M7Z62JA,2291402671071407,dki,Puspa Saptono,Female,1984,39,Adult,2,Pulo Gadung - Monas,BRT,1.0,0.75,1,1.027,Monday,True,Pulo Mas,-6.174736,106.89277,13,2023-04-03 16:37:47,Bermis,-6.178203,106.89859,14,2023-04-03 17:39:25,3500.0
394,GYPR528U3I95VU,180020791350481,emoney,T. Karna Sihombing,Female,2001,22,Young Adult,5D,PGC 1 - Ancol,BRT,1.0,4.98,8,1.874,Monday,True,Tegalan,-6.203101,106.85715,11,2023-04-03 17:04:13,BNN LRT,-6.245863,106.871143,19,2023-04-03 18:56:41,3500.0
397,YHQJ295K9Z52XX,6590854673757012,dki,Bajragin Najmudin,Male,1986,37,Adult,3H,Jelambar - Kota,BRT,1.0,0.6,1,1.047,Monday,True,Sawah Besar Arah Selatan,-6.157368,106.818661,4,2023-04-03 17:21:54,Harmoni Arah Selatan,-6.162687,106.81992,5,2023-04-03 18:24:43,3500.0
398,LVLK594L1V69JE,4963710913075879668,brizzi,Ophelia Firmansyah,Male,2000,23,Young Adult,14,Jakarta International Stadium - Senen,BRT,1.0,2.95,7,1.839,Monday,True,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,3,2023-04-03 17:24:18,Sunter Muara 1,-6.144331,106.85745,10,2023-04-03 19:14:39,3500.0
407,KNQE234R6Q53RB,30276672399789,bni,"Teguh Wijaya, S.Pt",Female,1981,42,Adult,5C,PGC - Juanda,BRT,1.0,2.19,3,1.588,Monday,True,Pasar Jatinegara,-6.215744,106.86632,10,2023-04-03 16:00:24,Gelanggang Remaja,-6.235445,106.86795,13,2023-04-03 17:35:40,3500.0
409,LEPA707E2P40BB,2679374058097150,dki,"Dina Zulkarnain, M.M.",Male,1991,32,Adult,B11,Summarecon Bekasi - BNN,BRT,1.0,14.74,6,0.959,Monday,True,BNN LRT,-6.245863,106.871143,0,2023-04-03 17:48:40,Summarecon Bekasi,-6.225566,107.00281,6,2023-04-03 18:46:13,3500.0
411,PAQB054F7O09HV,4547245090487583462,brizzi,Padmi Marpaung,Female,1992,31,Adult,4E,Rusun Jatinegara Kaum - Pulo Gadung,BRT,1.0,3.02,9,1.278,Monday,True,Pulo Gadung,-6.183245,106.90868,0,2023-04-03 16:04:28,Jln. Swadaya Pln,-6.20965,106.90171,9,2023-04-03 17:21:09,3500.0
413,IZEU302S1W21XV,3528988342978833,dki,Narji Waskita,Male,1985,38,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,0.0,5.34,11,1.161,Monday,True,JIS,-6.126689,106.85587,0,2023-04-03 16:51:41,Juanda,-6.168048,106.83089,11,2023-04-03 18:01:20,3500.0
415,RIAE809D7H71JP,345353368043961,emoney,Ir. Salwa Yuniar,Female,2005,18,Young Adult,2H,Rusun Jati Rawasari - Senen,BRT,0.0,1.53,2,0.881,Monday,True,Bengkel Jln. Letjen Suprapto,-6.174721,106.85362,3,2023-04-03 17:42:20,RSPAD 1,-6.176162,106.83987,5,2023-04-03 18:35:11,3500.0
420,CIZD752M0O00SS,3570416613897992,dki,"Gawati Damanik, S.E.",Female,2010,13,Teenager,5C,PGC - Juanda,BRT,1.0,2.54,2,1.915,Monday,True,Budi Utomo,-6.166063,106.83906,1,2023-04-03 17:05:52,Kramat Sentiong,-6.18798,106.84595,3,2023-04-03 19:00:46,3500.0
427,TRVM182O7B70CE,344423213182214,emoney,dr. Gasti Budiyanto,Male,1998,25,Adult,5C,PGC - Juanda,BRT,1.0,0.91,3,1.511,Monday,True,Cawang Otista,-6.243607,106.86876,14,2023-04-03 17:09:14,Cawang UKI,-6.250309,106.8736,17,2023-04-03 18:39:53,3500.0
429,GFYZ476C9P87GD,3508055251895822,dki,Jasmani Sirait,Male,1975,48,Adult,L13E,Puri Beta - Kuningan (Express),BRT,1.0,2.75,1,1.376,Monday,True,Adam Malik,-6.236466,106.74786,10,2023-04-03 16:50:10,Puri Beta 2,-6.230532,106.72371,11,2023-04-03 18:12:43,3500.0
430,CXIV400T2W36BE,570918242399,flazz,Mumpuni Gunarto,Female,1998,25,Adult,10D,Kampung Rambutan - Tanjung Priok,BRT,1.0,5.71,5,1.378,Monday,True,Pulo Mas Bypass,-6.176953,106.876,8,2023-04-03 17:36:20,Plumpang Pertamina Arah Utara,-6.12848,106.8937,13,2023-04-03 18:59:02,3500.0
433,XAQQ031J5Q66VR,30158257275842,bni,R. Yani Ardianto,Female,1984,39,Adult,9N,Pinang Ranti - Pramuka,BRT,1.0,4.1,2,1.537,Monday,True,BKN,-6.257751,106.87,0,2023-04-03 17:27:14,Pinang Ranti,-6.291075,106.88634,2,2023-04-03 18:59:28,3500.0
437,FSMT896K2K88YA,4966489323202,online,Eka Yolanda,Male,1998,25,Adult,B21,Bekasi Timur - Cawang,BRT,0.0,8.6,8,1.476,Monday,True,Bulak Kapal 1,-6.250708,107.02395,4,2023-04-03 16:27:26,Jatibening 1,-6.257161,106.94651,12,2023-04-03 17:55:58,3500.0
438,ZSKN064X5H54BG,3565938568828570,dki,Oliva Saefullah,Female,1987,36,Adult,12C,Rusun Waduk Pluit - Penjaringan,BRT,1.0,1.33,3,1.929,Monday,True,Gg. VIII Muara Baru,-6.122869,106.80402,3,2023-04-03 16:32:41,Rusun Waduk Pluit,-6.111456,106.80022,6,2023-04-03 18:28:24,3500.0
